Income,Rent,Groceries,Transport,Eating_Out,Entertainment,Utilities
855.36,256.61,121.36,48.43,26.17,29.67,47.89
126.01,25.2,15.26,9.08,3.3,4.98,6.99
592.15,118.43,82.25,30.65,18.31,12.16,30.89
1042.37,208.47,130.82,82.53,39.71,39.66,70.57
490.56,98.11,49.46,37.42,10.61,14.1,25.35
861.68,129.25,86.82,63.72,29.24,38.76,63.99
1800.68,528.6405999999998,222.64,125.98,52.68,48.43,137.83
816.54,244.96,105.59,56.79,39.28,34.04,60.61
439.46,87.89,62.02,31.79,17.68,20.41,28.46
830.62,166.12,107.55,64.34,33.9,19.52,56.75
404.24,80.85,52.41,26.5,16.04,19.68,26.9
366.95,73.39,54.98,20.2,15.04,9.49,16.65
271.77,40.77,27.2,14.29,7.76,11.17,11.34
1257.44,251.49,147.66,82.77,49.72,57.16,99.41
187.05,37.41,27.4,13.01,6.34,3.83,12.85
1226.6,245.32,146.15,93.5,47.22,59.34,51.75
537.0,107.4,60.15,41.43,18.07,16.78,37.49
117.53,17.63,14.33,8.37,5.13,4.31,7.02
483.1,96.62,66.86,37.32,15.02,20.59,33.67
67.09,13.42,9.27,5.19,3.06,2.11,3.03
593.78,118.76,69.28,34.94,15.89,21.69,25.31
730.91,219.27,77.39,44.8,33.64,18.87,53.15
224.13,67.24,33.22,16.8,7.79,5.68,13.87
397.4,119.22,44.32,31.64,12.52,19.44,16.42
1718.88,257.83,251.59,92.73,56.67,49.26,89.03
240.21,48.04,28.86,18.11,9.85,11.5,17.52
154.31,30.86,23.05,8.88,4.24,3.71,11.69
1177.84,176.68,132.4,80.0,46.75,42.93,87.58
1730.51,519.15,230.93,111.98,63.95,37.39,114.79
361.07,54.16,50.91,25.34,7.31,14.72,27.89
808.58,161.72,97.27,62.08,18.75,34.7,63.96
1052.88,210.58,113.05,65.58,29.94,42.75,66.93
198.76,39.75,20.84,14.26,8.08,9.03,11.06
244.17,36.63,27.17,16.18,6.81,6.47,15.64
963.72,192.74,99.02,63.7,44.44,23.22,62.14
1385.91,277.18,198.75,106.27,34.23,49.61,89.91
564.76,169.43,76.36,41.66,11.37,13.37,27.55
178.08,35.62,23.62,10.93,8.62,5.37,7.73
1764.73,352.95,237.86,113.29,50.98,43.28,83.49
235.41,47.08,31.02,12.74,8.23,9.29,11.7
275.34,41.3,28.03,13.97,10.09,6.19,17.69
473.42,71.01,60.98,29.61,14.86,12.24,29.25
1248.17,249.63,150.59,82.11,27.02,60.16,94.24
712.86,142.57,76.92,47.19,26.17,26.0,29.04
501.7,100.34,66.88,40.0,25.04,20.73,21.32
521.51,78.23,63.31,31.26,21.54,15.84,30.85
372.75,74.55,42.06,24.96,12.14,11.87,20.46
562.63,112.53,76.86,36.93,24.52,22.32,34.56
47.58,7.14,4.9,3.2,2.19,1.14,3.41
283.96,56.79,33.59,21.28,10.36,7.97,16.56
436.66,87.33,49.73,23.87,18.04,9.58,27.99
143.35,43.01,15.21,8.79,6.19,5.35,7.92
490.37,98.07,52.23,32.62,13.51,14.4,32.37
305.68,61.14,33.86,15.86,10.3,13.59,13.25
1466.28,293.26,148.12,88.73,69.2,66.21,65.63
1267.14,253.43,164.5,77.86,52.11,26.11,82.59
248.01,49.6,31.14,13.5,8.25,5.79,16.1
319.08,95.72,45.58,25.05,8.84,7.33,21.06
339.32,101.8,47.43,20.31,8.07,9.88,14.2
250.83,50.17,37.35,17.34,12.35,11.26,16.37
420.79,84.16,42.55,32.54,20.98,16.74,33.23
196.27,39.25,24.54,12.62,7.05,8.32,10.49
145.71,21.86,15.8,7.69,2.92,2.93,5.92
592.45,118.49,73.15,37.91,15.28,25.51,29.36
595.69,178.71,65.04,34.32,16.84,26.49,39.44
189.17,37.83,19.61,13.46,6.39,5.04,11.02
736.85,147.37,104.27,45.29,30.7,30.53,54.38
217.21,43.44,26.41,16.39,6.3,5.95,16.48
440.82,132.25,59.18,31.04,13.13,13.71,24.18
693.94,138.79,73.27,53.65,17.66,14.52,55.31
350.45,105.13,45.13,21.6,12.85,15.38,26.37
517.96,103.59,73.25,38.13,15.88,15.18,21.58
238.16,47.63,34.43,17.74,5.62,5.79,10.31
307.64,61.53,35.42,15.92,10.44,14.79,22.59
305.34,61.07,44.45,16.99,12.19,8.92,21.21
198.11,39.62,24.64,14.29,6.8,8.4,15.42
312.53,93.76,35.11,21.2,13.05,14.47,23.84
104.29,20.86,13.3,5.7,3.77,5.02,4.75
243.03,36.45,32.67,17.58,8.24,7.72,18.48
286.63,57.33,29.84,21.27,7.24,8.01,13.57
293.29,87.99,39.5,19.23,9.38,7.2,17.54
296.75,89.03,40.91,23.5,7.3,10.81,22.4
342.64,68.53,41.65,20.48,7.77,16.44,20.96
528.3,158.49,76.5,38.5,11.16,24.17,27.73
724.67,144.93,80.51,57.34,17.57,21.5,37.89
214.07,42.81,23.44,11.22,4.39,6.24,10.93
137.49,20.62,18.06,9.66,6.21,6.63,5.54
156.41,31.28,19.24,8.69,5.17,7.68,9.77
243.8,48.76,29.47,13.5,6.16,6.25,12.61
271.66,81.5,35.68,16.02,6.34,12.94,17.41
194.44,58.33,23.0,14.37,8.96,7.49,11.94
127.64,38.29,18.88,9.02,2.76,3.35,8.29
249.94,74.98,36.26,18.41,10.2,11.37,16.34
416.23,83.25,48.08,20.91,18.81,14.23,26.09
579.48,115.9,63.52,33.42,28.4,17.6,41.96
230.48,46.1,25.1,15.14,6.18,6.11,17.83
258.71,77.61,35.94,17.21,9.51,9.07,13.38
171.53,51.46,22.34,11.7,4.7,7.92,13.13
351.06,70.21,44.6,22.37,13.0,16.28,16.2
182.61,36.52,24.25,11.56,5.21,4.39,14.32
569.41,170.82,77.96,44.28,25.76,12.22,34.01
86.26,12.94,9.6,6.07,3.8,3.83,3.77
269.99,54.0,40.23,18.24,11.21,7.24,21.1
458.06,137.42,53.92,23.81,16.92,20.53,19.77
417.04,125.11,43.33,30.41,17.84,12.78,29.78
3104.26,528.6405999999998,296.01079999999985,154.8612999999998,87.33179999999972,84.96259999999958,147.2611999999998
476.25,95.25,60.27,38.06,10.55,18.57,22.62
161.23,24.19,16.27,9.1,3.52,6.8,7.1
333.53,66.71,43.49,22.9,7.94,11.5,16.86
86.93,17.39,11.39,5.5,3.26,2.56,6.88
337.52,67.5,45.15,22.99,8.96,14.36,23.45
184.87,36.97,23.99,13.05,8.23,8.42,13.73
748.76,224.63,84.86,53.71,18.0,35.46,38.54
231.94,46.39,34.78,13.83,5.24,9.25,9.87
327.89,65.58,40.46,23.51,10.82,7.18,21.06
216.51,32.48,25.85,12.24,8.89,6.43,8.66
1446.91,289.38,144.97,72.46,59.94,35.12,112.7
278.41,55.68,35.76,21.63,6.55,11.92,19.5
1559.55,311.91,194.01,118.84,35.31,58.57,116.82
690.51,103.58,101.74,48.28,13.83,33.59,53.9
529.41,105.88,61.4,39.05,12.29,23.38,29.2
483.52,96.7,64.78,30.11,23.07,11.14,34.22
493.31,74.0,64.88,26.33,14.68,22.4,32.83
77.01,11.55,10.74,5.4,1.9,3.14,5.28
288.01,86.4,40.25,20.57,12.78,10.2,19.79
707.85,141.57,70.91,53.75,29.39,30.93,39.34
346.19,51.93,49.65,20.34,16.97,8.08,20.87
116.97,23.39,12.39,8.72,2.49,2.63,8.54
345.22,69.04,35.43,25.67,8.36,9.22,25.2
1407.24,422.17,197.52,75.72,58.32,33.6,58.51
976.15,195.23,101.75,54.37,29.14,31.94,56.13
342.58,68.52,35.03,19.61,12.88,16.29,21.78
770.67,231.2,86.4,50.15,29.8,27.92,34.12
268.51,80.55,33.88,14.78,6.58,12.87,17.67
92.11,27.63,13.22,5.18,2.95,4.58,6.79
171.83,51.55,25.07,9.72,3.72,3.77,7.15
1256.91,377.07,154.18,68.6,37.13,25.26,98.06
289.14,43.37,37.45,15.02,13.42,12.11,22.81
296.31,88.89,43.32,16.98,7.25,14.59,19.03
283.22,56.64,39.28,17.5,8.9,12.31,13.65
1651.46,495.44,216.51,114.03,76.52,61.21,92.66
1321.96,264.39,148.39,68.52,54.96,58.49,64.44
2124.15,424.83,262.4,122.65,66.19,84.96259999999958,147.2611999999998
316.99,63.4,45.31,19.58,12.33,9.78,17.31
456.05,68.41,52.69,28.06,21.28,21.93,21.25
107.0,32.1,11.48,8.17,5.05,2.32,4.62
1173.39,234.68,126.4,63.26,34.21,30.6,64.94
141.44,21.22,19.61,7.64,4.2,3.91,7.76
428.17,85.63,46.35,22.7,17.13,10.69,28.16
149.64,22.45,15.3,9.43,4.44,6.14,10.06
224.75,67.43,32.07,11.42,6.91,8.94,13.56
184.25,27.64,27.03,9.47,5.24,9.02,8.99
221.36,44.27,33.05,17.65,4.94,8.74,16.73
233.88,70.16,27.66,13.88,7.78,8.34,10.64
232.17,46.43,33.78,15.47,8.83,7.08,14.46
701.18,140.24,75.53,37.05,32.38,33.6,46.56
148.74,44.62,22.26,9.44,6.68,5.27,8.1
429.46,85.89,43.31,27.21,13.56,15.65,33.22
953.82,286.14,111.9,69.83,47.13,40.65,70.11
238.78,35.82,32.77,18.21,4.85,8.02,18.58
202.71,40.54,26.37,12.27,8.55,7.04,14.17
299.37,89.81,35.92,16.2,11.7,8.6,22.54
925.08,277.53,96.1,52.74,32.21,35.88,69.28
420.48,63.07,62.06,25.75,11.96,8.85,21.0
235.36,70.61,33.59,12.72,7.23,5.54,18.16
530.17,159.05,55.02,28.75,11.18,23.19,27.07
149.05,29.81,20.51,8.04,6.74,6.23,7.54
620.91,186.27,67.26,34.71,28.11,25.06,26.04
499.19,149.76,73.97,29.55,13.47,11.39,35.36
281.42,56.28,29.08,19.7,13.13,6.36,19.0
184.06,55.22,20.1,11.82,9.17,5.58,13.96
177.11,53.13,24.55,11.83,6.74,5.42,13.32
552.23,110.45,55.69,36.67,21.99,18.4,29.77
962.26,144.34,138.39,76.04,20.53,40.48,70.72
216.21,32.43,24.44,14.22,8.63,10.34,11.62
519.47,103.89,74.32,35.04,12.89,12.59,30.6
67.79,13.56,8.38,4.95,2.68,2.32,4.67
225.52,33.83,23.19,15.62,8.86,6.19,13.51
351.17,70.23,44.6,18.78,9.07,16.17,18.48
173.88,34.78,23.66,9.06,4.78,7.3,11.08
170.19,25.53,21.57,8.79,4.37,5.74,12.42
211.0,42.2,30.6,12.88,4.23,10.31,13.35
454.8,68.22,62.6,25.99,19.93,15.9,31.0
309.9,46.48,32.91,23.51,11.21,7.94,21.59
60.07,12.01,6.15,4.61,2.17,1.22,3.0
65.99,9.9,7.79,4.18,1.47,1.68,4.52
221.54,44.31,29.95,14.5,8.11,11.06,15.01
519.18,103.84,74.17,28.93,17.82,25.25,31.72
39.97,11.99,5.72,2.09,1.64,1.92,2.91
241.37,36.21,24.96,14.0,8.58,5.31,12.37
236.3,70.89,33.14,13.59,10.65,5.83,9.63
1093.1,163.97,125.04,73.82,34.66,51.16,75.94
264.56,79.37,38.61,15.7,11.53,11.52,13.91
489.06,97.81,61.05,26.7,12.7,19.54,30.12
403.07,120.92,43.36,31.35,9.35,17.79,29.2
65.47,13.09,9.8,3.37,1.83,2.47,2.98
665.59,133.12,73.36,46.27,22.61,23.75,47.5
427.7,64.15,48.62,25.59,21.08,10.18,25.86
540.62,108.12,68.35,37.71,21.1,22.3,23.27
8325.63,528.6405999999998,296.01079999999985,154.8612999999998,87.33179999999972,84.96259999999958,147.2611999999998
67.95,20.39,9.6,5.39,2.86,3.35,4.94
1430.62,429.19,175.39,78.82,28.77,32.59,75.55
286.04,42.91,33.63,15.64,9.47,10.27,16.37
453.03,135.91,55.27,26.63,11.78,15.97,35.39
347.13,52.07,51.53,19.87,11.14,16.27,26.52
256.39,76.92,31.95,18.43,7.15,9.99,15.75
228.2,45.64,31.41,14.9,8.77,5.66,10.27
468.58,70.29,47.21,29.65,10.03,17.69,24.08
106.95,16.04,14.74,6.69,2.59,4.62,4.59
656.27,196.88,68.74,44.39,15.23,13.81,43.22
258.05,51.61,36.05,20.59,12.08,10.61,19.67
145.77,21.87,21.27,10.06,4.54,3.17,8.24
251.16,75.35,28.05,18.81,9.82,8.78,19.99
984.19,295.26,112.06,67.69,44.99,24.8,50.26
234.59,46.92,32.94,17.54,11.65,8.39,12.67
479.56,143.87,66.77,31.67,19.53,16.63,37.89
200.61,40.12,28.01,10.58,5.74,7.86,14.54
660.13,132.03,92.68,41.21,32.63,29.09,48.49
622.98,93.45,73.05,49.06,23.98,25.55,34.01
1579.7,236.96,233.03,115.7,78.6,61.67,111.53
312.83,62.57,45.34,22.05,8.75,11.44,24.7
614.63,122.93,65.39,33.66,26.1,26.72,39.29
389.38,77.88,39.76,20.45,12.28,18.76,27.85
1015.16,304.55,148.11,58.87,39.58,29.77,53.18
202.56,30.38,22.43,14.62,7.93,5.09,11.77
653.35,196.0,89.55,45.52,17.11,23.46,39.75
308.08,92.42,41.01,16.01,14.63,11.55,14.5
341.98,68.4,46.59,17.74,15.31,10.44,26.03
387.42,77.48,50.71,22.91,9.14,13.23,22.74
440.49,88.1,50.36,34.85,19.94,20.66,33.92
328.04,98.41,42.55,17.86,11.56,9.12,21.52
427.47,85.49,54.12,26.66,18.04,20.71,25.03
1272.32,190.85,146.72,87.56,33.59,37.78,93.85
791.92,158.38,92.97,53.33,39.51,20.32,59.96
721.57,216.47,95.51,44.0,24.26,21.11,29.63
250.05,75.02,35.45,14.09,10.68,11.76,18.58
176.75,35.35,22.93,13.77,8.06,6.63,9.91
773.05,154.61,94.22,39.64,20.53,19.45,40.47
725.56,145.11,77.0,38.78,28.44,35.01,55.19
1169.39,175.41,118.0,62.24,42.02,55.63,62.7
222.05,66.62,23.18,14.27,4.55,9.81,11.13
299.61,59.92,30.98,21.22,8.69,8.41,22.81
96.98,19.4,10.5,6.27,2.28,4.44,6.66
262.99,39.45,38.18,18.49,8.48,10.01,17.26
799.0,239.7,85.92,59.9,22.67,34.37,40.79
247.87,74.36,27.18,12.62,12.33,7.8,11.95
600.94,120.19,78.5,47.17,29.53,19.51,33.5
309.11,61.82,39.24,22.83,11.75,7.58,21.29
466.54,93.31,66.16,26.05,15.23,13.52,22.84
143.73,21.56,16.02,9.74,6.68,4.35,9.1
385.4,57.81,47.85,24.83,14.57,10.76,24.95
32.89,9.87,3.47,1.98,0.93,0.94,2.31
310.0,62.0,40.1,24.05,13.73,10.64,20.23
97.68,29.3,12.71,6.77,2.92,3.87,4.26
944.73,141.71,134.52,59.59,26.95,21.55,74.83
670.5,201.15,78.12,49.15,30.78,17.43,49.75
522.93,78.44,60.08,32.7,13.8,12.03,28.17
1215.5,243.1,179.43,96.45,32.14,51.64,60.04
168.51,33.7,20.64,11.43,7.94,7.89,9.55
1456.8,291.36,166.75,77.17,61.6,63.81,77.02
758.89,151.78,98.89,51.13,18.0,26.72,53.12
297.93,89.38,31.93,20.78,6.17,6.9,21.82
893.01,178.6,106.55,48.78,22.79,38.16,43.02
148.57,29.71,18.27,10.76,7.41,7.42,11.08
186.14,27.92,26.84,13.09,8.84,7.72,9.5
221.24,44.25,30.16,11.51,5.97,4.66,13.96
235.79,47.16,28.19,14.56,8.74,7.7,12.13
154.6,23.19,19.06,12.12,5.75,4.22,7.41
957.73,143.66,140.89,51.73,41.3,44.04,63.72
292.66,87.8,41.51,19.03,8.81,11.48,13.77
477.28,95.46,50.53,35.01,10.53,23.04,37.18
228.11,68.43,26.9,12.13,8.02,10.27,11.53
83.9,16.78,10.33,6.25,2.47,3.54,6.42
446.82,67.02,49.19,29.74,19.66,13.79,19.63
77.97,11.7,8.3,4.81,2.18,2.34,4.4
340.77,51.11,39.49,18.14,10.96,14.86,19.85
120.48,24.1,16.03,7.53,3.04,5.58,7.95
1765.03,528.6405999999998,261.12,121.34,37.06,39.92,135.96
746.35,223.9,111.03,54.17,16.24,21.88,54.83
391.78,78.36,56.34,25.1,18.59,10.17,19.14
989.37,296.81,134.1,64.23,22.01,20.77,74.63
182.92,54.88,18.98,13.19,6.11,3.71,10.83
556.07,111.21,56.05,34.33,19.16,17.7,23.16
422.4,126.72,42.74,22.52,18.44,12.98,30.81
444.66,88.93,46.69,34.02,9.3,17.54,18.55
996.24,149.44,122.72,77.01,35.81,20.41,57.22
646.84,194.05,65.28,39.82,27.65,31.41,32.13
453.54,68.03,53.41,36.1,9.09,20.79,32.28
95.79,14.37,14.14,5.93,2.59,2.16,4.84
167.01,33.4,21.39,12.08,4.78,8.1,9.24
326.34,48.95,42.52,21.25,11.39,16.09,24.56
387.92,116.38,48.31,30.69,14.87,7.77,16.06
145.76,21.86,21.73,11.32,3.16,5.46,7.57
2478.59,371.79,268.56,154.8612999999998,87.33179999999972,63.17,135.74
1211.02,181.65,180.17,95.4,54.01,57.94,64.3
582.77,174.83,71.89,31.46,27.74,25.81,44.08
381.36,57.2,55.78,28.45,17.33,8.24,29.71
303.79,45.57,40.11,18.22,7.19,15.06,18.79
168.1,25.22,18.51,12.41,6.26,6.64,11.09
383.02,114.91,53.55,28.33,8.32,13.89,30.29
442.44,132.73,47.19,31.37,19.5,15.44,33.67
133.31,26.66,18.74,8.29,6.57,6.26,9.55
470.33,94.07,47.86,24.88,11.74,20.6,26.93
317.95,95.39,34.06,23.1,12.29,10.26,17.89
78.25,11.74,9.23,4.59,3.28,2.76,5.93
180.87,36.17,18.68,10.09,4.45,4.46,9.49
258.58,51.72,36.44,13.22,6.85,12.03,17.4
1629.87,325.97,199.78,122.69,50.84,37.5,125.77
561.91,112.38,73.58,35.78,14.35,21.9,35.33
123.68,37.1,12.99,8.03,3.67,3.27,7.65
531.09,159.33,53.29,35.87,26.55,16.47,34.42
104.4,20.88,15.56,7.43,5.03,4.01,6.21
855.99,171.2,91.77,54.8,17.22,28.1,56.64
246.95,49.39,34.94,18.57,10.69,9.71,14.81
334.02,66.8,44.1,23.48,12.66,12.65,16.18
1039.76,207.95,145.85,76.05,45.4,23.16,54.87
128.56,25.71,16.73,7.17,4.44,4.94,8.08
117.73,23.55,14.06,8.93,3.8,3.9,5.52
225.7,45.14,28.54,16.9,4.55,7.22,15.61
826.18,165.24,104.69,60.15,25.67,23.88,35.35
106.76,21.35,11.63,5.49,4.4,4.54,4.81
37.35,11.21,4.93,2.83,1.65,1.05,2.04
250.93,50.19,27.29,15.74,5.92,5.97,10.73
559.75,111.95,71.13,43.57,12.43,27.05,32.58
940.41,188.08,125.65,51.75,41.99,22.86,57.94
248.53,74.56,34.94,13.04,7.34,5.72,16.03
259.03,77.71,32.94,14.46,11.72,11.19,14.94
906.17,271.85,118.46,45.8,44.96,25.07,68.57
80.67,12.1,11.0,5.55,2.0,2.42,5.48
263.83,52.77,31.17,13.53,7.44,12.93,14.24
419.24,83.85,42.91,31.89,17.97,13.27,32.72
515.68,77.35,59.19,35.5,15.93,14.13,21.62
239.43,71.83,25.36,12.76,5.05,6.54,15.02
370.06,74.01,51.07,19.4,12.95,11.37,15.59
49.18,9.84,6.92,2.89,1.53,2.18,3.07
212.62,31.89,31.56,12.69,5.06,6.1,16.1
517.45,77.62,67.31,28.01,12.99,25.03,28.39
164.07,32.81,20.31,9.04,4.86,5.28,9.19
377.39,75.48,55.49,26.48,16.82,9.75,23.66
514.71,77.21,75.14,33.21,12.64,12.79,20.73
273.71,41.06,36.15,18.5,9.54,9.27,20.06
412.6,61.89,57.22,29.54,14.87,19.51,26.75
166.65,50.0,18.32,12.37,3.82,5.75,13.11
305.15,61.03,38.37,17.39,11.15,8.45,21.66
586.56,117.31,68.65,42.71,20.74,22.73,36.75
408.17,122.45,57.62,21.63,16.63,8.84,21.56
225.18,45.04,32.54,11.62,9.89,9.09,16.98
430.73,129.22,51.72,28.11,19.44,18.65,22.14
637.65,127.53,79.03,45.74,22.67,17.2,27.58
69.84,10.48,7.79,5.51,2.57,1.85,3.79
909.93,181.99,130.94,57.13,35.52,42.84,42.0
275.09,55.02,29.42,17.19,13.53,9.26,17.08
505.98,101.2,73.8,34.4,11.24,12.39,29.5
938.14,187.63,122.76,73.23,34.4,19.96,65.05
120.15,24.03,13.49,8.48,2.51,5.28,8.35
204.09,40.82,24.76,15.14,8.56,4.64,11.67
285.79,42.87,30.03,18.74,12.52,9.6,11.89
192.31,57.69,24.95,13.55,3.96,5.46,13.27
1442.39,288.48,202.44,77.28,65.16,65.63,63.96
181.4,54.42,24.05,11.56,5.82,6.5,11.23
230.83,46.17,24.99,17.59,6.67,9.81,13.78
423.95,63.59,54.1,23.27,10.09,17.84,31.54
137.6,41.28,19.46,10.14,3.2,5.01,9.71
262.32,52.46,37.52,20.37,7.98,8.48,10.63
464.08,69.61,63.7,35.98,14.79,19.67,20.65
275.84,55.17,32.62,21.79,13.67,12.13,15.74
334.08,66.82,49.77,18.48,15.96,15.14,19.77
235.72,70.72,33.2,18.36,11.4,10.42,18.78
107.18,32.15,15.23,7.63,3.18,4.8,5.18
465.62,93.12,66.36,37.24,12.36,20.88,33.31
1465.64,219.85,200.21,114.41,34.06,67.04,82.14
365.34,73.07,45.75,25.67,11.87,11.71,26.96
431.09,64.66,52.72,33.34,13.19,17.31,25.13
626.58,125.32,86.5,36.34,18.36,30.98,42.49
130.4,19.56,16.21,9.64,2.87,2.73,8.35
1405.45,210.82,203.81,92.43,43.78,51.34,57.45
423.25,126.98,47.16,31.33,19.15,8.93,25.9
1328.21,265.64,184.58,102.24,51.82,49.46,81.07
200.27,60.08,22.42,14.3,9.19,9.23,10.03
1541.57,308.31,190.33,102.67,33.49,66.98,116.76
669.3,133.86,69.79,34.13,18.42,28.22,40.96
560.34,112.07,69.94,36.95,15.61,13.99,26.97
434.12,86.82,54.86,24.16,15.82,15.83,28.35
295.09,59.02,32.17,22.44,14.33,9.26,21.73
940.61,282.18,109.34,65.29,46.37,26.05,52.89
402.78,120.83,44.55,23.12,18.77,18.57,19.41
74.62,22.39,9.07,4.61,2.45,2.47,4.57
147.28,29.46,19.43,8.78,6.72,3.53,10.49
310.27,62.05,33.23,24.11,14.47,13.42,18.83
461.33,138.4,55.23,36.09,17.35,11.42,33.98
344.07,51.61,43.81,25.87,10.49,12.35,16.31
954.59,190.92,133.54,57.24,32.42,37.54,52.6
75.58,15.12,9.91,5.5,2.76,3.48,5.56
403.82,80.76,57.01,27.3,15.42,14.39,25.67
84.08,12.61,8.7,5.01,2.3,1.8,6.1
661.08,198.32,72.26,51.49,16.72,26.43,45.33
333.8,66.76,48.83,21.21,12.17,9.95,19.36
503.6,75.54,67.04,28.98,15.39,14.91,22.88
180.37,54.11,21.75,10.23,7.7,4.44,10.71
1001.92,300.58,118.36,69.55,33.27,32.25,68.63
828.39,165.68,113.81,57.56,22.46,31.64,42.52
574.18,114.84,82.89,44.95,18.0,11.56,32.51
324.57,97.37,41.12,17.34,13.81,11.98,22.96
572.49,171.75,61.05,31.88,11.86,27.77,38.19
204.5,40.9,29.32,11.56,8.61,8.76,15.67
713.76,107.06,85.75,44.01,18.91,22.04,28.77
1347.07,269.41,194.77,88.19,50.09,62.54,87.31
847.76,127.16,117.37,54.09,26.31,34.39,49.64
200.82,40.16,23.35,15.59,7.89,5.2,13.43
480.7,96.14,50.75,33.86,10.94,21.28,32.47
127.94,25.59,16.05,9.48,2.64,5.32,7.25
569.08,170.72,59.2,42.96,24.06,19.62,34.95
516.25,154.87,72.99,33.84,17.32,11.47,22.71
80.66,24.2,8.29,5.53,2.67,1.92,6.32
142.12,42.64,20.91,8.46,3.77,5.41,7.49
287.03,57.41,35.84,20.92,12.7,8.29,18.91
282.99,42.45,35.13,19.74,7.91,10.72,13.77
136.8,41.04,19.44,9.03,6.0,3.13,10.03
491.41,98.28,62.58,28.1,13.54,20.84,30.48
440.22,66.03,53.32,33.66,13.99,21.35,25.16
308.18,92.45,33.96,17.98,6.8,10.26,14.57
196.66,29.5,26.84,12.78,6.74,9.5,12.32
833.03,124.95,104.13,59.34,34.76,26.27,36.5
1353.47,406.04,169.59,74.97,50.61,48.29,102.79
244.51,36.68,27.56,18.98,10.34,11.84,15.24
220.6,33.09,23.64,11.8,8.12,7.94,14.77
533.29,159.99,61.76,38.68,24.97,16.9,33.34
270.34,40.55,37.92,20.41,13.4,6.89,14.41
322.01,64.4,42.29,22.29,13.67,15.75,20.12
650.56,97.58,76.51,34.21,21.79,16.08,28.3
78.15,15.63,8.97,4.05,2.68,2.91,5.7
1033.54,206.71,103.55,74.63,40.72,50.03,44.06
381.55,76.31,38.74,27.0,10.03,7.75,28.6
259.02,51.8,32.12,20.45,7.63,6.79,11.75
335.2,67.04,37.82,25.31,11.0,10.02,21.98
349.34,52.4,51.3,18.23,8.83,14.91,16.51
90.12,18.02,11.52,5.54,1.91,2.16,5.26
1190.41,178.56,172.73,81.1,43.48,52.69,48.05
372.1,74.42,40.99,19.77,12.56,11.3,24.39
513.12,76.97,54.47,29.33,23.04,23.23,39.23
770.73,154.15,109.18,41.86,29.15,37.07,60.79
159.04,31.81,20.75,10.83,7.04,4.85,9.92
525.78,105.16,71.22,37.46,16.16,20.91,37.21
290.61,58.12,37.08,16.12,11.43,8.65,12.52
708.76,106.31,83.54,53.72,26.39,23.03,42.12
65.65,19.69,7.51,3.85,2.99,2.01,3.3
332.56,66.51,34.84,25.25,13.13,9.88,25.52
222.26,66.68,23.11,15.51,4.66,7.63,13.39
508.73,76.31,62.32,36.04,18.62,10.29,33.97
524.34,157.3,60.1,31.85,20.63,14.79,22.28
204.38,40.88,26.36,15.5,8.49,8.27,11.86
203.64,40.73,27.58,14.0,8.22,5.61,8.16
329.5,98.85,43.73,21.1,15.85,8.87,22.04
175.7,35.14,25.33,9.81,5.87,5.05,10.65
706.05,105.91,96.54,36.64,14.72,34.74,52.93
267.93,80.38,32.08,21.13,5.84,9.54,20.04
35.18,5.28,4.15,2.78,0.96,1.5,1.69
266.73,80.02,27.48,17.71,5.58,6.48,18.44
156.85,47.05,20.01,9.8,4.29,4.48,9.04
97.62,19.52,13.07,7.27,2.21,4.21,7.39
133.78,26.76,15.51,8.32,3.56,5.45,6.19
392.93,78.59,55.92,24.76,9.11,16.44,26.19
1042.12,312.64,123.05,80.13,22.81,34.53,54.15
462.5,92.5,54.51,27.63,10.09,20.4,29.14
221.61,66.48,25.68,12.83,7.53,9.24,9.34
518.44,77.77,54.28,40.59,14.4,19.88,21.27
249.34,49.87,37.32,13.09,12.32,10.55,17.25
206.53,41.31,25.65,11.11,4.66,6.95,14.43
142.97,21.45,21.01,9.21,3.22,3.63,9.71
88.65,17.73,11.41,7.01,3.65,4.11,4.83
263.53,52.71,37.8,20.35,8.16,10.31,12.69
408.52,61.28,53.16,30.2,9.03,11.13,21.08
333.22,99.97,44.12,23.44,13.13,15.64,19.97
258.1,51.62,38.08,17.32,9.84,12.43,14.85
168.93,50.68,23.33,11.41,6.22,5.52,11.39
585.64,175.69,63.78,40.17,20.9,22.34,25.54
125.51,37.65,16.68,7.07,4.39,5.67,9.68
669.76,100.46,78.34,33.95,26.75,27.24,42.57
161.47,32.29,19.43,9.25,4.83,5.26,7.88
197.19,59.16,28.28,14.59,6.73,4.28,13.68
111.35,22.27,15.89,5.68,3.48,3.51,5.12
241.04,48.21,28.36,17.58,7.47,11.96,11.17
785.53,157.11,114.2,52.64,24.68,21.74,43.7
543.81,108.76,67.26,37.13,11.07,20.26,31.82
787.48,157.5,89.98,42.57,17.03,19.6,34.28
546.66,109.33,55.86,36.74,18.18,19.2,24.76
148.88,22.33,17.2,7.7,3.14,6.06,10.63
276.3,55.26,38.22,20.41,13.29,12.01,19.32
192.86,28.93,23.92,14.13,9.1,7.54,13.86
1043.74,313.12,115.61,74.59,35.55,22.75,68.26
138.2,41.46,17.12,7.01,3.85,4.9,10.06
735.88,220.76,107.03,40.22,32.54,24.26,45.96
735.44,220.63,84.31,41.4,30.12,19.91,48.07
1555.89,233.38,209.06,101.69,71.31,70.73,63.08
